Message ID,Raw Data,text_in_one_line,text_without_mentions
13956,"**Welcome Sonika to CryptoRobinhooders🚀. 

Feel free to discuss and share your opinion with the rest of us!**",**Welcome Sonika to CryptoRobinhooders🚀.   Feel free to discuss and share your opinion with the rest of us!**,**Welcome Sonika to CryptoRobinhooders🚀. Feel free to discuss and share your opinion with the rest of us!**
13955,what is this mate?,what is this mate?,what is this mate?
13954,What  do you guys think about cryptoeats,What  do you guys think about cryptoeats,What do you guys think about cryptoeats
13950,#StripFinance - Enables #NFT owners to borrow against their assets as collateral on fair interest rates.,#StripFinance - Enables #NFT owners to borrow against their assets as collateral on fair interest rates.,#StripFinance - Enables #NFT owners to borrow against their assets as collateral on fair interest rates.
13949,"**JUST IN: **Facebook has chosen Coinbase as its custody partner for its pilot of the digital wallet, Novi.

Novi enables people to send and receive money abroad instantly, securely, and with no fees.

Source: @coinbase

@Bitcoin_Insights","**JUST IN: **Facebook has chosen Coinbase as its custody partner for its pilot of the digital wallet, Novi.  Novi enables people to send and receive money abroad instantly, securely, and with no fees.  Source: @coinbase  @Bitcoin_Insights","**JUST IN: **Facebook has chosen Coinbase as its custody partner for its pilot of the digital wallet, Novi. Novi enables people to send and receive money abroad instantly, securely, and with no fees. Source: "
13948,"🧨🧨 it's starting rightnow NFracTion's on 
CryptoDiffer with Elio Arctic and Alen Dolsak⏰ Time: 10 AM UTC
Wooow.. $100 USDT for best questions💴",🧨🧨 it's starting rightnow NFracTion's on  CryptoDiffer with Elio Arctic and Alen Dolsak⏰ Time: 10 AM UTC Wooow.. $100 USDT for best questions💴,🧨🧨 it's starting rightnow NFracTion's on CryptoDiffer with Elio Arctic and Alen Dolsak⏰ Time: 10 AM UTC Wooow.. $100 USDT for best questions💴
13944,Jasmy!!!,Jasmy!!!,Jasmy!!!
13943,Hi,Hi,Hi
13942,howdy!,howdy!,howdy!
13939,CELO is organizing a Mobile DeFi Hackathon with a $2.5 million prize pool,CELO is organizing a Mobile DeFi Hackathon with a $2.5 million prize pool,CELO is organizing a Mobile DeFi Hackathon with a $2.5 million prize pool
13934,"Welcome @modleiwang

🌱Fairlaunch Thursday 21 October 19UTC🌱


☘Ecology-Token☘


Ecology token purpose is to support the development of the green energy technology by participating as share holders or investors in new and existing green energy companies.

☘5%Ecology-Token reflections
🔥5% burn
🌼4% Marketing Wallet
✅ Verified Contract
🔒Lp Locked

🌐Telegram: @EcologyToken 

🌐WebSite: Coming Soon

📈Chart:

📝Contract:",Welcome @modleiwang  🌱Fairlaunch Thursday 21 October 19UTC🌱   ☘Ecology-Token☘   Ecology token purpose is to support the development of the green energy technology by participating as share holders or investors in new and existing green energy companies.  ☘5%Ecology-Token reflections 🔥5% burn 🌼4% Marketing Wallet ✅ Verified Contract 🔒Lp Locked  🌐Telegram: @EcologyToken   🌐WebSite: Coming Soon  📈Chart:  📝Contract:,Welcome 🌱Fairlaunch Thursday 21 October 19UTC🌱 ☘Ecology-Token☘ Ecology token purpose is to support the development of the green energy technology by participating as share holders or investors in new and existing green energy companies. ☘5%Ecology-Token reflections 🔥5% burn 🌼4% Marketing Wallet ✅ Verified Contract 🔒Lp Locked 🌐Telegram: 🌐WebSite: Coming Soon 📈Chart: 📝Contract:
13933,"More thing will be revealed tomorow i think...tokenomics, website, Twitter...","More thing will be revealed tomorow i think...tokenomics, website, Twitter...","More thing will be revealed tomorow i think...tokenomics, website, Twitter..."
13932,what project is that?,what project is that?,what project is that?
13931,The team that i know launching new project. Last projects went 25x and 20x... Its Safu. Take a look. @MiniBunnyRocket_BSC,The team that i know launching new project. Last projects went 25x and 20x... Its Safu. Take a look. @MiniBunnyRocket_BSC,The team that i know launching new project. Last projects went 25x and 20x... Its Safu. Take a look. 
13930,Assalam o Alaikum,Assalam o Alaikum,Assalam o Alaikum
13923,"""I once lost $30.000 because of investing in stocks without knowledge. After 5 months of reading books, listening to analysts and brokers' advice, I returned to invest and lost another $50.000! But Thanks to Petkingdom's player referral program, now I have $100.000""","""I once lost $30.000 because of investing in stocks without knowledge. After 5 months of reading books, listening to analysts and brokers' advice, I returned to invest and lost another $50.000! But Thanks to Petkingdom's player referral program, now I have $100.000""","""I once lost $30.000 because of investing in stocks without knowledge. After 5 months of reading books, listening to analysts and brokers' advice, I returned to invest and lost another $50.000! But Thanks to Petkingdom's player referral program, now I have $100.000"""
13920,hurry up today Im gonna join AMA with Spores Network CMO Gregory Butz for a new round !!!!🔈🔈I have a lot of questions about Netvrk Transport Presale! dont miss.. at 3 PM UTC ...May be I can get a 🏍XR Motorcycles rroaaaarr 😁,hurry up today Im gonna join AMA with Spores Network CMO Gregory Butz for a new round !!!!🔈🔈I have a lot of questions about Netvrk Transport Presale! dont miss.. at 3 PM UTC ...May be I can get a 🏍XR Motorcycles rroaaaarr 😁,hurry up today Im gonna join AMA with Spores Network CMO Gregory Butz for a new round !!!!🔈🔈I have a lot of questions about Netvrk Transport Presale! dont miss.. at 3 PM UTC ...May be I can get a 🏍XR Motorcycles rroaaaarr 😁
13919,Hi everyone,Hi everyone,Hi everyone
13917,hello guys.....looking for some advice. What are the best platforms to stake ETH and BTC?,hello guys.....looking for some advice. What are the best platforms to stake ETH and BTC?,hello guys.....looking for some advice. What are the best platforms to stake ETH and BTC?
13916,Thanks men for this update and i am waiting for this mode......,Thanks men for this update and i am waiting for this mode......,Thanks men for this update and i am waiting for this mode......
13914,And one more thing i want to just add is UniLend is coming up with there V2,And one more thing i want to just add is UniLend is coming up with there V2,And one more thing i want to just add is UniLend is coming up with there V2
13913,Thanks man very nice to talk with u... I am happy heard about partnership news and many more updates..,Thanks man very nice to talk with u... I am happy heard about partnership news and many more updates..,Thanks man very nice to talk with u... I am happy heard about partnership news and many more updates..
13912,"In the future, they will come up with UniLend LaunchPad where projects can build on our platform, so $UFT will be used in development there.","In the future, they will come up with UniLend LaunchPad where projects can build on our platform, so $UFT will be used in development there.","In the future, they will come up with UniLend LaunchPad where projects can build on our platform, so $UFT will be used in development there."
13910,"Also, many tokens are coming like Polka cash where $UFT holders will add benefits of staking and earning rewards.","Also, many tokens are coming like Polka cash where $UFT holders will add benefits of staking and earning rewards.","Also, many tokens are coming like Polka cash where $UFT holders will add benefits of staking and earning rewards."
13909,"$UFT is a governance token for the UniLend Finance platform when our permissionless listing will be live. Apart from this, it will be used in meta transactions for paying fees, and using $UFT to pay the fees will reduce the fees to 40–50%.","$UFT is a governance token for the UniLend Finance platform when our permissionless listing will be live. Apart from this, it will be used in meta transactions for paying fees, and using $UFT to pay the fees will reduce the fees to 40–50%.","$UFT is a governance token for the UniLend Finance platform when our permissionless listing will be live. Apart from this, it will be used in meta transactions for paying fees, and using $UFT to pay the fees will reduce the fees to 40–50%."
13908,What role will the $UFT token play in your ecosystem?,What role will the $UFT token play in your ecosystem?,What role will the $UFT token play in your ecosystem?
13907,"Reputed partners like Chainlink, Ankr, StaFi, Ramp, Injective, Mirror,","Reputed partners like Chainlink, Ankr, StaFi, Ramp, Injective, Mirror,","Reputed partners like Chainlink, Ankr, StaFi, Ramp, Injective, Mirror,"
13906,What about partners ???,What about partners ???,What about partners ???
13905,"UniLend Ecosystem is already a power-packed arsenal, but in the coming weeks are launching major DeFi projects with more utilities added to our ecosystem.","UniLend Ecosystem is already a power-packed arsenal, but in the coming weeks are launching major DeFi projects with more utilities added to our ecosystem.","UniLend Ecosystem is already a power-packed arsenal, but in the coming weeks are launching major DeFi projects with more utilities added to our ecosystem."
13904,They partnered with CyberFi who will be building automated features on top of UniLend’s platform.,They partnered with CyberFi who will be building automated features on top of UniLend’s platform.,They partnered with CyberFi who will be building automated features on top of UniLend’s platform.
13903,"Also, there will be technical features to improve the UX of trading and lending for extensive usage.","Also, there will be technical features to improve the UX of trading and lending for extensive usage.","Also, there will be technical features to improve the UX of trading and lending for extensive usage."
13902,"There platform will feature Lending/Borrowing, Swap, Redeem features in the build.","There platform will feature Lending/Borrowing, Swap, Redeem features in the build.","There platform will feature Lending/Borrowing, Swap, Redeem features in the build."
13901,They are building our project from scratch and UniLend is not a fork of any other project.,They are building our project from scratch and UniLend is not a fork of any other project.,They are building our project from scratch and UniLend is not a fork of any other project.
13900,Briefly explain the features/improvements of planning to add products shortly and the Ecosystem?,Briefly explain the features/improvements of planning to add products shortly and the Ecosystem?,Briefly explain the features/improvements of planning to add products shortly and the Ecosystem?
13899,- Birth of totally decentralized launchpools for exciting upcoming projects & the list goes on.,- Birth of totally decentralized launchpools for exciting upcoming projects & the list goes on.,- Birth of totally decentralized launchpools for exciting upcoming projects & the list goes on.
13898,"- Markets opening to other than crypto assets like stocks, commodities, etc.","- Markets opening to other than crypto assets like stocks, commodities, etc.","- Markets opening to other than crypto assets like stocks, commodities, etc."
13897,- Arbitrage opportunities our protocol will offer. Imagine holding your tokens in your wallet vs. earning some APR by lending it on our protocol. You can even use it as collateral),- Arbitrage opportunities our protocol will offer. Imagine holding your tokens in your wallet vs. earning some APR by lending it on our protocol. You can even use it as collateral),- Arbitrage opportunities our protocol will offer. Imagine holding your tokens in your wallet vs. earning some APR by lending it on our protocol. You can even use it as collateral)
13896,"Multiple things, I would say.","Multiple things, I would say.","Multiple things, I would say."
13895,"In addition to the planned features of UniLend, what else will be so amazing, but we can only guess about it? What is there in UniLend that other exchangers do not have?","In addition to the planned features of UniLend, what else will be so amazing, but we can only guess about it? What is there in UniLend that other exchangers do not have?","In addition to the planned features of UniLend, what else will be so amazing, but we can only guess about it? What is there in UniLend that other exchangers do not have?"
13894,"They are deriving the lending/borrowing capacity of assets based on the liquidity available on unilend trading platform. Hence, they are not dependent on any other protocol for liquidation & everything is handled within the UniLend ecosystem.","They are deriving the lending/borrowing capacity of assets based on the liquidity available on unilend trading platform. Hence, they are not dependent on any other protocol for liquidation & everything is handled within the UniLend ecosystem.","They are deriving the lending/borrowing capacity of assets based on the liquidity available on unilend trading platform. Hence, they are not dependent on any other protocol for liquidation & everything is handled within the UniLend ecosystem."
13893,"Most leading platforms are currently dependent on DeX for this, but we will have our DeX feature inbuild. So in such scenarios we can handle liquidations more securely.","Most leading platforms are currently dependent on DeX for this, but we will have our DeX feature inbuild. So in such scenarios we can handle liquidations more securely.","Most leading platforms are currently dependent on DeX for this, but we will have our DeX feature inbuild. So in such scenarios we can handle liquidations more securely."
13892,"They are enabling lending and borrowing for any token out there. And as they know, crypto is very volatile, so there are scenarios when liquidations are bound to happen.","They are enabling lending and borrowing for any token out there. And as they know, crypto is very volatile, so there are scenarios when liquidations are bound to happen.","They are enabling lending and borrowing for any token out there. And as they know, crypto is very volatile, so there are scenarios when liquidations are bound to happen."
13891,how can users be sure they are safe while using such a new protocol?,how can users be sure they are safe while using such a new protocol?,how can users be sure they are safe while using such a new protocol?
13890,"Due to the permissionless nature of the protocol, users have the capability to list any Ethereum asset on UniLend. An asset listing on the UniLend protocol’s smart contract instantly creates and lists on markets for lending, borrowing, and spot trading.","Due to the permissionless nature of the protocol, users have the capability to list any Ethereum asset on UniLend. An asset listing on the UniLend protocol’s smart contract instantly creates and lists on markets for lending, borrowing, and spot trading.","Due to the permissionless nature of the protocol, users have the capability to list any Ethereum asset on UniLend. An asset listing on the UniLend protocol’s smart contract instantly creates and lists on markets for lending, borrowing, and spot trading."
13889,What about permissionless nature of the protocol??,What about permissionless nature of the protocol??,What about permissionless nature of the protocol??
13888,A lot of very good projects are still left out of the real proposition. Major protocols are still not allowing more than 30 tokens.,A lot of very good projects are still left out of the real proposition. Major protocols are still not allowing more than 30 tokens.,A lot of very good projects are still left out of the real proposition. Major protocols are still not allowing more than 30 tokens.
13887,"That’s true. There are many DeFi products out there, it’s very exciting to see so much energy in it","That’s true. There are many DeFi products out there, it’s very exciting to see so much energy in it","That’s true. There are many DeFi products out there, it’s very exciting to see so much energy in it"
13886,There are a lot of DeFi products out there. What sets UniLend apart from the rest of the products on the market?,There are a lot of DeFi products out there. What sets UniLend apart from the rest of the products on the market?,There are a lot of DeFi products out there. What sets UniLend apart from the rest of the products on the market?
13885,"Once these are done, they will be launching UniLend LaunchPad, for building on our platform.","Once these are done, they will be launching UniLend LaunchPad, for building on our platform.","Once these are done, they will be launching UniLend LaunchPad, for building on our platform."
13884,There platform will also have yield farms for stacking which will also help in increasing liquidity.,There platform will also have yield farms for stacking which will also help in increasing liquidity.,There platform will also have yield farms for stacking which will also help in increasing liquidity.
13883,They will enable major features to the platform for quick and easy listings.,They will enable major features to the platform for quick and easy listings.,They will enable major features to the platform for quick and easy listings.
13882,There major focus is to build our protocol for lending/borrowing.,There major focus is to build our protocol for lending/borrowing.,There major focus is to build our protocol for lending/borrowing.
13881,"Can UniLend be an investment for all users, whether they are young, beginner, or already familiar with crypto?","Can UniLend be an investment for all users, whether they are young, beginner, or already familiar with crypto?","Can UniLend be an investment for all users, whether they are young, beginner, or already familiar with crypto?"
13880,"All major 3 chains like Ethereum, Most adopted layer 2 Polygon and Binance Smart Chain","All major 3 chains like Ethereum, Most adopted layer 2 Polygon and Binance Smart Chain","All major 3 chains like Ethereum, Most adopted layer 2 Polygon and Binance Smart Chain"
13879,What about listing of Unilend??,What about listing of Unilend??,What about listing of Unilend??
13878,UniLend’s protocol allows users to frictionlessly exchange the time value of Ethereum assets by creating a spot trading pair and separate money markets for each token.,UniLend’s protocol allows users to frictionlessly exchange the time value of Ethereum assets by creating a spot trading pair and separate money markets for each token.,UniLend’s protocol allows users to frictionlessly exchange the time value of Ethereum assets by creating a spot trading pair and separate money markets for each token.
13877,The integrated smart contract for both features of the protocol allows both trading & DeFi capabilities to co-exist within the same protocol.,The integrated smart contract for both features of the protocol allows both trading & DeFi capabilities to co-exist within the same protocol.,The integrated smart contract for both features of the protocol allows both trading & DeFi capabilities to co-exist within the same protocol.
13876,"In the money markets the interest rates and collateralization ratio are based on supply, demand, and other market forces and borrowing limits are decided by liquidity in the trading pairs.","In the money markets the interest rates and collateralization ratio are based on supply, demand, and other market forces and borrowing limits are decided by liquidity in the trading pairs.","In the money markets the interest rates and collateralization ratio are based on supply, demand, and other market forces and borrowing limits are decided by liquidity in the trading pairs."
13875,UniLend is a permission-less decentralized protocol that combines spot trading services and money markets with lending and borrowing services through smart contracts.,UniLend is a permission-less decentralized protocol that combines spot trading services and money markets with lending and borrowing services through smart contracts.,UniLend is a permission-less decentralized protocol that combines spot trading services and money markets with lending and borrowing services through smart contracts.
13874,What is UniLend Finance?,What is UniLend Finance?,What is UniLend Finance?
13873,"The live UniLend price today is $1.05 USD with a 24-hour trading volume of $33,71,413 USD.","The live UniLend price today is $1.05 USD with a 24-hour trading volume of $33,71,413 USD.","The live UniLend price today is $1.05 USD with a 24-hour trading volume of $33,71,413 USD."
13870,I mean First Ever SAFu KishuPlay coin,I mean First Ever SAFu KishuPlay coin,I mean First Ever SAFu KishuPlay coin
13869,"First safu coin? What do you mean, first safu coin in history of coins? Lol","First safu coin? What do you mean, first safu coin in history of coins? Lol","First safu coin? What do you mean, first safu coin in history of coins? Lol"
13868,"FIRST SAFU COIN!
P2E Game Launching Soon
I know the dev and i trust him! We can make big profits with him. A lot marketing pre-launch and post-launch  awaits us.
All inside!!

Tg : @KISHUPLAY",FIRST SAFU COIN! P2E Game Launching Soon I know the dev and i trust him! We can make big profits with him. A lot marketing pre-launch and post-launch  awaits us. All inside!!  Tg : @KISHUPLAY,FIRST SAFU COIN! P2E Game Launching Soon I know the dev and i trust him! We can make big profits with him. A lot marketing pre-launch and post-launch awaits us. All inside!! Tg : 
13863,"💎 Hello FLOKI🐕 Will be available to FAIRLAUNCH on officially from Tuesday 19th Oct from 4 pm UTC.

🐶 Dev Doxxed
🐶15% Triple Rewards (Doge,Shiba,Floki)
🧬 Roadmap with serious vision
✅ Contract Verif 
🔒 Liquidity locked
🐳 Anti Whale/Bot

📱Join us | TG: helloflokibsc","💎 Hello FLOKI🐕 Will be available to FAIRLAUNCH on officially from Tuesday 19th Oct from 4 pm UTC.  🐶 Dev Doxxed 🐶15% Triple Rewards (Doge,Shiba,Floki) 🧬 Roadmap with serious vision ✅ Contract Verif  🔒 Liquidity locked 🐳 Anti Whale/Bot  📱Join us | TG: helloflokibsc","💎 Hello FLOKI🐕 Will be available to FAIRLAUNCH on officially from Tuesday 19th Oct from 4 pm UTC. 🐶 Dev Doxxed 🐶15% Triple Rewards (Doge,Shiba,Floki) 🧬 Roadmap with serious vision ✅ Contract Verif 🔒 Liquidity locked 🐳 Anti Whale/Bot 📱Join us | TG: helloflokibsc"
13862,"🌱Fairlaunch Thursday 21 October  19UTC🌱


☘Ecology-Token☘


Ecology token purpose is to support the development of the green energy technology by participating as share holders or investors in new and existing green energy companies.

☘5%Ecology-Token reflections
🔥5% burn
🌼4% Marketing Wallet
✅ Verified Contract
🔒Lp Locked

🌐Telegram: @EcologyToken 

🌐WebSite: Coming Soon

📈Chart:

📝Contract:",🌱Fairlaunch Thursday 21 October  19UTC🌱   ☘Ecology-Token☘   Ecology token purpose is to support the development of the green energy technology by participating as share holders or investors in new and existing green energy companies.  ☘5%Ecology-Token reflections 🔥5% burn 🌼4% Marketing Wallet ✅ Verified Contract 🔒Lp Locked  🌐Telegram: @EcologyToken   🌐WebSite: Coming Soon  📈Chart:  📝Contract:,🌱Fairlaunch Thursday 21 October 19UTC🌱 ☘Ecology-Token☘ Ecology token purpose is to support the development of the green energy technology by participating as share holders or investors in new and existing green energy companies. ☘5%Ecology-Token reflections 🔥5% burn 🌼4% Marketing Wallet ✅ Verified Contract 🔒Lp Locked 🌐Telegram: 🌐WebSite: Coming Soon 📈Chart: 📝Contract:
13856,text me lets get to know each other mate,text me lets get to know each other mate,text me lets get to know each other mate
13855,hello mate,hello mate,hello mate
13853,hi everyone,hi everyone,hi everyone
13851,hi there beauty,hi there beauty,hi there beauty
13848,Guys #JAMSY New partnership🤑 Don't miss still available in many big exchange like coinbase and bitfinex binance will list any time I believe🔥,Guys #JAMSY New partnership🤑 Don't miss still available in many big exchange like coinbase and bitfinex binance will list any time I believe🔥,Guys #JAMSY New partnership🤑 Don't miss still available in many big exchange like coinbase and bitfinex binance will list any time I believe🔥
13844,Just check them up you will bit be sorry,Just check them up you will bit be sorry,Just check them up you will bit be sorry
13843,Guys u need to have look at satoshicryptofinance,Guys u need to have look at satoshicryptofinance,Guys u need to have look at satoshicryptofinance
13842,Hello,Hello,Hello
13839,Hi everyone,Hi everyone,Hi everyone
13835,Anticipating stellar - polygon Bridge in my project this month end,Anticipating stellar - polygon Bridge in my project this month end,Anticipating stellar - polygon Bridge in my project this month end
13833,"🚀 Elon Tweet Sky 🚀

💎Contract Verified
💎Renounce Ownership
💎Burned Liquidity 100%
💎Tax Buy/Sell 9%
💎Based Dev and Doxxed
💎Hold And Earn Every 1 Hours



Join Tg 👇
elontweetsky",🚀 Elon Tweet Sky 🚀  💎Contract Verified 💎Renounce Ownership 💎Burned Liquidity 100% 💎Tax Buy/Sell 9% 💎Based Dev and Doxxed 💎Hold And Earn Every 1 Hours    Join Tg 👇 elontweetsky,🚀 Elon Tweet Sky 🚀 💎Contract Verified 💎Renounce Ownership 💎Burned Liquidity 100% 💎Tax Buy/Sell 9% 💎Based Dev and Doxxed 💎Hold And Earn Every 1 Hours Join Tg 👇 elontweetsky
13830,Must check into this since i've been eyeing also haka,Must check into this since i've been eyeing also haka,Must check into this since i've been eyeing also haka
13828,woah thats so cool $HAKA to the moon!,woah thats so cool $HAKA to the moon!,woah thats so cool $HAKA to the moon!
13827,They have connections with the different communities globally and have onboarded multiple influencers from various countries to ensure that the message of TribeOne that is spread in their local languages so as to avoid loss in translation situations,They have connections with the different communities globally and have onboarded multiple influencers from various countries to ensure that the message of TribeOne that is spread in their local languages so as to avoid loss in translation situations,They have connections with the different communities globally and have onboarded multiple influencers from various countries to ensure that the message of TribeOne that is spread in their local languages so as to avoid loss in translation situations
13826,How do they plan to spread awareness about their project in different countries?,How do they plan to spread awareness about their project in different countries?,How do they plan to spread awareness about their project in different countries?
13825,They really are briding an essential gap of NFT lending currently present in the NFT sphere.,They really are briding an essential gap of NFT lending currently present in the NFT sphere.,They really are briding an essential gap of NFT lending currently present in the NFT sphere.
13824,and the ultimate reward for users participating in this competition is getting 100% LTV and no interest charged😍😍😍,and the ultimate reward for users participating in this competition is getting 100% LTV and no interest charged😍😍😍,and the ultimate reward for users participating in this competition is getting 100% LTV and no interest charged😍😍😍
13823,and to boost the growth of NFT artists with more visibility and exposure across different communities,and to boost the growth of NFT artists with more visibility and exposure across different communities,and to boost the growth of NFT artists with more visibility and exposure across different communities
13822,IKR!! that's why $HAKA forever!,IKR!! that's why $HAKA forever!,IKR!! that's why $HAKA forever!
13821,That's so unique. You never really see that with other NFT platforms,That's so unique. You never really see that with other NFT platforms,That's so unique. You never really see that with other NFT platforms
13820,AND Promote new NFT investors by providing the community funding to purchase their favourite digital work.,AND Promote new NFT investors by providing the community funding to purchase their favourite digital work.,AND Promote new NFT investors by providing the community funding to purchase their favourite digital work.
13819,"As for NFTS, its a great platform for NFT artists to showoff their work","As for NFTS, its a great platform for NFT artists to showoff their work","As for NFTS, its a great platform for NFT artists to showoff their work"
13818,!*,!*,!*
13817,"@TribeOne gives users access to a wide range of NFTs through the various marketplace integrations, AI-based risk-assessment for instant loan approvals, and a convenient payment processing system!! how awessome is that1","@TribeOne gives users access to a wide range of NFTs through the various marketplace integrations, AI-based risk-assessment for instant loan approvals, and a convenient payment processing system!! how awessome is that1"," gives users access to a wide range of NFTs through the various marketplace integrations, AI-based risk-assessment for instant loan approvals, and a convenient payment processing system!! how awessome is that1"
13816,$HAKA has been doing amazing in the DeFi space,$HAKA has been doing amazing in the DeFi space,$HAKA has been doing amazing in the DeFi space
13815,the DeFi and NFT spaces in order to build a never-seen-before consociation for the crypto community.,the DeFi and NFT spaces in order to build a never-seen-before consociation for the crypto community.,the DeFi and NFT spaces in order to build a never-seen-before consociation for the crypto community.
13813,@Tribeone is such a great platform for NFT artists and for taking loans against NFTs too,@Tribeone is such a great platform for NFT artists and for taking loans against NFTs too, is such a great platform for NFT artists and for taking loans against NFTs too
13812,Yesss. Medhi went in detail about their projects too. Pretty intresting stuff,Yesss. Medhi went in detail about their projects too. Pretty intresting stuff,Yesss. Medhi went in detail about their projects too. Pretty intresting stuff
13811,gotto kno so many things about #NFTart!!,gotto kno so many things about #NFTart!!,gotto kno so many things about #NFTart!!
13810,ikrr i liked how mehdi and other artist were having a convo!!,ikrr i liked how mehdi and other artist were having a convo!!,ikrr i liked how mehdi and other artist were having a convo!!
13809,its all over @TribeOne's twitter,its all over @TribeOne's twitter,its all over 's twitter
13808,Yea haha. read about that on The AMA they held,Yea haha. read about that on The AMA they held,Yea haha. read about that on The AMA they held
13807,i like that that he got inspiration from russian cartoon charachter,i like that that he got inspiration from russian cartoon charachter,i like that that he got inspiration from russian cartoon charachter
13806,Im rooting for plushNFT's work. very cute and inspiring,Im rooting for plushNFT's work. very cute and inspiring,Im rooting for plushNFT's work. very cute and inspiring
13805,who are you rooting for?? im crazy about cg_dawns work!!,who are you rooting for?? im crazy about cg_dawns work!!,who are you rooting for?? im crazy about cg_dawns work!!
13804,haha. the NFT artists did such a good job with their art,haha. the NFT artists did such a good job with their art,haha. the NFT artists did such a good job with their art
13803,300 $HAKA is coming home!!,300 $HAKA is coming home!!,300 $HAKA is coming home!!
13802,Heard the prize was 300 $HAKA,Heard the prize was 300 $HAKA,Heard the prize was 300 $HAKA
13801,no bro the results are yet to announce im waiting so that i can earn some $HAKA,no bro the results are yet to announce im waiting so that i can earn some $HAKA,no bro the results are yet to announce im waiting so that i can earn some $HAKA
13800,And the results?,And the results?,And the results?
13799,its just got over yesturday!!,its just got over yesturday!!,its just got over yesturday!!
13798,Hey is the @TribeOne NFT Battle Royale over?,Hey is the @TribeOne NFT Battle Royale over?,Hey is the NFT Battle Royale over?
13796,"@GenshinShibaNoru
Fairlaunch in 3 hours 
that's sound's gem, don't miss it","@GenshinShibaNoru Fairlaunch in 3 hours  that's sound's gem, don't miss it"," Fairlaunch in 3 hours that's sound's gem, don't miss it"
13793,hey!,hey!,hey!
13792,Hi,Hi,Hi
13790,"🐶Welcome to Baby Pup Doge. 🥇 Stealth launch 10 Minutes | 🚨 Fair launch | Join Us !! | Liquidity locked | Great Community 
Tokenomics:
✔️3% Liquidity Pool
✔️3% Marketing/Dev
✔️40% Burn
🐶 TG:  BabyPupDogeBsc

0x9934a7098ec764e71f7769053b8e92d11d35b2e1",🐶Welcome to Baby Pup Doge. 🥇 Stealth launch 10 Minutes | 🚨 Fair launch | Join Us !! | Liquidity locked | Great Community  Tokenomics: ✔️3% Liquidity Pool ✔️3% Marketing/Dev ✔️40% Burn 🐶 TG:  BabyPupDogeBsc  0x9934a7098ec764e71f7769053b8e92d11d35b2e1,🐶Welcome to Baby Pup Doge. 🥇 Stealth launch 10 Minutes | 🚨 Fair launch | Join Us !! | Liquidity locked | Great Community Tokenomics: ✔️3% Liquidity Pool ✔️3% Marketing/Dev ✔️40% Burn 🐶 TG: BabyPupDogeBsc 0x9934a7098ec764e71f7769053b8e92d11d35b2e1
13788,Good porject guys check this out @Celebrityfloki,Good porject guys check this out @Celebrityfloki,Good porject guys check this out 
13786,Assalamaleku,Assalamaleku,Assalamaleku
13783,"Copy and paste but change what the rabbit is holding
(\_/)
( •_•)
/ > 🚀🚀🚀🚀🚀 @FinanceRabbit $rabbit @elonmusk @BinanceChain",Copy and paste but change what the rabbit is holding (\_/) ( •_•) / > 🚀🚀🚀🚀🚀 @FinanceRabbit $rabbit @elonmusk @BinanceChain,Copy and paste but change what the rabbit is holding (\_/) ( •_•) / > 🚀🚀🚀🚀🚀 $rabbit 
13782,Hello,Hello,Hello
13780,Hello,Hello,Hello
13779,@poowards,@poowards,
13778,Assalamaleku,Assalamaleku,Assalamaleku
13775,Are you looking for project? Me too,Are you looking for project? Me too,Are you looking for project? Me too
13774,Assalamaleku,Assalamaleku,Assalamaleku
13765,"Yes guys , good project @poowards","Yes guys , good project @poowards","Yes guys , good project "
13764,Ty too ❤💩❤️💩❤️,Ty too ❤💩❤️💩❤️,Ty too ❤💩❤️💩❤️
13763,Ty guys ❤️💩❤️,Ty guys ❤️💩❤️,Ty guys ❤️💩❤️
13762,"I just see it, so good project","I just see it, so good project","I just see it, so good project"
13761,"Hi everyone, 🐗the general market direction currently is not quite clear imo... A lot of mixed signals right now in the market.🎤. If u got Fetch now in your wallet📱, the best advice I can give you right now is to take risk management and position sizing very seriously no matter if for long or short positions🌋","Hi everyone, 🐗the general market direction currently is not quite clear imo... A lot of mixed signals right now in the market.🎤. If u got Fetch now in your wallet📱, the best advice I can give you right now is to take risk management and position sizing very seriously no matter if for long or short positions🌋","Hi everyone, 🐗the general market direction currently is not quite clear imo... A lot of mixed signals right now in the market.🎤. If u got Fetch now in your wallet📱, the best advice I can give you right now is to take risk management and position sizing very seriously no matter if for long or short positions🌋"
