Message ID,Message Text
1379978,"Do you guys feel satisfied by seeing your progresses and achievements till now, when you look back to the day when you have started this project?"
1379977,"So many projects just like to speak about the ""long term vision and mission"" but what are your short terms objectives? What are you focusing right now?"
1379976,"Does your great project support staking program? If yes. how is your stake system work, what is the requirement for user if they want to stake in your platform?"
1379975,When will your tokens be listed on the exchange and which exchanges do you plan to list on in the future
1379974,Most investors focus only on the short-term price of the token instead of the actual value of the project. So what are the benefits for long-term investors in project?
1379973,What is your top 3 things for priorities in 2021? Could you share some plans for the upcoming year?
1379972,Which one of these aspects important for you?    1-Increasing Token Price&Value                               2-Empowering Platform Development                      3-Building Community Trust                                         4-Expanding Partnership Globally
1379971,How can I buy this tokens? Is it available on any exchange?
1379970,"Partnerships are crucial for Adoption, so can you tell us what partners you have currently and future partnerships"
1379969,What is your strongest advantage that you think will make your team leading the market?
1379968,As crypto users we don't want to lose our assets to some scam projects that run away and disappear with our money so why should we invest in the your project as a long-term investment?
1379967,What is the way to spend crypto in your ecosystem?  How do you balance developing technology and also improving the value of your token?
1379966,Currently from where i can buy ? Is it possible that I can get only by holding it?
1379965,"What plans do you have to grow rapidly in terms of users, global market and partners? What are your strategies in building a big and strong community?"
1379964,"NFTs is hot trending now, Do you have a play to have NFTs in your platform? If so, can you tell us the plans of your project in NFTs?"
1379963,What's your plan to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1379962,Where can I buy your tokens now and how can I buy them? and what are your current contracts? Where can I buy your tokens now and how can I buy them? and what are your current contracts???
1379961,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1379960,What are the main features of the project and how was it developed? Where does its core competitiveness lie? What advantages does it have that allow it to stand out in the market?
1379959,"The idea of project is really unique and incredible, how did this idea come about?"
1379958,How secure is your platform to use? Have you done audits of smart contract? What security measures are adopted from bugs of smart contract and hacking?
1379957,What are your status regarding the audit of your smart contracts and security mechanisms to protect and assure the participants of the ecosystem?
1379956,Are you afraid some day there will be another project with more innovative technology can replace your project ?
1379955,What do you think is the next development trend of the crypto wallet industry? What’s the developmental goal?
1379954,"What is your strongest advantage that you think will make your team leading the market? In contrast, what is your weakness? How do you plan to overcome it?"
1379953,"What are plans in for global expansion? Are you focusing on market at this time or focus on building and developing or getting customers and users, or partnerships?"
1379952,How can I buy this tokens? Is it available on any exchange?
1379951,Who are your biggest competitors now? What are the advantages that your project can beat competitors?
1379950,Can you tell me the progress of the project? And What partners do you want to target in the future?
1379949,"Currently, NFT is very hot, do you think you will apply NFT technology to your products in the future?"
1379948,From where you get your project name? What is the main motivation behind your project? do you have any story to share?
1379947,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?
1379946,"What plans do you have to grow rapidly in terms of users, global market and partners? What are your strategies in building a big and strong community?"
1379945,Southeast Asia is a very vibrant market and there are many new platforms under development. So what do you think about Southeast Asia and do you have plans to grow there?
1379944,Is Your Project available for the global people or It’s limited for some area? If it’s globally available are you guies planing to introduce it globally?
1379943,What will your project do to attract investors when the current market is unstable?
1379942,Do you have a Token Burning plan to increase Token value and attract Investors to invest?
1379941,"Since NFT is popular nowadays, is there a plan for NFT integration?"
1379940,What are the main products in your project's ecosystem? What do customers get when using the products?
1379939,Could you please provide some progress on your Roadmap and what results Collateral has achieved so far ? And any sneak peek into 2021 plans for your Project?
1379938,"COVID 19 has slowed down many economies around the world but as a crypto business, does it affect you negatively or positively? Are you still on track to achieve your goals or are you planning a new development?"
1379937,What is the Best way to follow All your Upcoming news and updates? What are your plans in coming Future?
1379936,Where i can get all the latest news about ? Do you have Twitter/Telegram/Discord community? If yes can you share the link here because there is a lot of fake telegram/twitter groups?
1379935,"Most of the new investors, only focus on the price of the token, and the short term benefits of the project rather than understanding the true value of the project. Can you tell us about the motivations and benefits for investors to hold your tokens long term?"
1379934,Can you tell me the progress of the project? And What partners do you want to target in the future?
1379933,What is PROJECT's revenue model? In which ways do you generate revenue/profit?
1379932,"I am an EXPERIENCED DEVELOPER AND ETHICAL HACKER, do you have plans for HACKATHON so as to check the security of your ecosytem periodically and also invite developers to build?"
1379931,The has some interesting characteristics in addition to having a good community. What other characteristics can we see in the project in the future? Will they work with NFTs or similar proposals???
1379930,"As an individual user ,In What ways can I contribute to the development of ? Do you have Ambassador programs and What are its benefits?"
1379929,What is the way to spend crypto in your ecosystem?  How do you balance developing technology and also improving the value of your token?
1379928,"what is the background, of the your project, team do you think team's qualifications, and experience, able to support the long-term development, of the project?"
1379927,Where I can get the latest updates or more information about the project?
1379926,"Have you being audited ? Have not heard you talk about that security of funds is what every investor craves for and plans to escape incase of insecurity if funds,scams and rug pulls ? How strongly built are your security put in place?"
1379925,"The biggest DeFi needs are that of interoperability, providing cross chain interactions and multiple blockchains, how does yield achieve this? Do users need KYC to enjoy all the awesome features of yield ?"
1379924,NFT is getting more popular now a days. It looks NFT has bright future. So do you guies have any plan to include NFT to your project?
1379923,How do you deal with the security threats of your project? DO you have any AUDIT in recent times for trust?
1379922,"NFTs is hot trending now, Do you have a play to have NFTs in your platform? If so, can you tell us the plans of your project in NFTs?"
1379921,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1379920,Almost 80% investors have just focused on price of token in short term instead of understanding the real value of the project. Can you tell us on motivations and benefits for investors to hold your token in long term?
1379919,"What is your plan for global expansion? At present, which market are you focus on, or is it focused on building and growing to gain customers, users and partners?"
1379918,﻿According to the project's roadmap- what are your most important next priorities?
1379917,"Bear market will not be easy for a new project to survive. We have seen so many projects failed to survive in the bear market, Have you thought about this? What are the plans on surviving on bear market?"
1379916,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?
1379915,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1379914,Most users only care about immediate benefits rather than the real value of the project in the long-term. How can Your Project convince users invest to your platform in the long-term?
1379913,"Why did you choose BEP20 network to build a project like this, are you ready to face the current problems of BEP20 network, token price drop, bugs and other bugs, give feedback your?"
1379912,"What is your strongest advantage that you think will make your team leading the market? In contrast, what is your weakness? How do you plan to overcome it?"
1379911,"Have you being audited ? Have not heard you talk about that security of funds is what every investor craves for and plans to escape incase of insecurity if funds,scams and rug pulls ? How strongly built are your security put in place?"
1379910,What are your status regarding the audit of your smart contracts and security mechanisms to protect and assure the participants of the ecosystem?
1379909,"Trust is very important in business, what makes investors, customers and users feel safe when working with your project ?"
1379908,What is the role of token in the ecosystem? Where can people currently buy it?what would be its used??
1379907,What are the key milestones on your roadmap - both things you have already achieved and things that we can look forward to?  Any partnerships and short/long term technical milestones that you want to talk about or bring some attention to?
1379906,What's your plan to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1379905,How safe is your platform? Has  there been any Audit so that its safe from bugs and smart contract is fully audited
1379904,"Can you give us an overview of Project economics? Is the token designed to rise and fall with the success of the platform, and does it include any scarcity paths such as stake, store, or burn?"
1379903,One of the major challenges militating against DeFi mass adoption is barrier to entry. Most DeFi solutions are only accessible to those with high level of understanding of blockchain technology. Could you tell us approach
1379902,"Smart contracts are susceptible to failure and many projects fall victim to this, costing users money and the project discrediting. How reliable and secure is your smart contract? Have you tested it through any of the parties?"
1379901,"Does your great project support staking program? If yes. how is your stake system work, what is the requirement for user if they want to stake in your platform?"
1379900,Does your Project  have a marketing strategy to expand on social networks to reach more Investors and your Project community? And how will you handle it? How important is community support for the $your Project project?
1379899,"Currently, NFT is very hot, do you think you will apply NFT technology to your products in the future?"
1379898,"Does your great project support staking program? If yes. how is your stake system work, what is the requirement for user if they want to stake in your platform?"
1379897,"According to the roadmap, what are your most important next priorities? Does your team have enough funds and strong community to achieve those milestones?"
1379896,Do the token holders have the right to participate in the governance of the project?  What kind of decisions can they vote on about the project?
1379895,What is the role of token in the ecosystem? Where can people currently buy it?what would be its used??
1379894,"My question is about your long term marketing plans. How, or through which big partnerships do you plan on utilising to pass your product onto the normal - especially non-crypto people?"
1379893,"what is the background, of the your project, team do you think team's qualifications, and experience, able to support the long-term development, of the project?????"
1379892,AUDIT play an IMPORTANT role in enhancing the stability of any PROJECT. Do you have AUDIT CERTIFICATES . Or are you working to AUDIT your project to make it more secure and reliable?
1379891,"I have seen that you have done many AMAs, my question is, what do you expect to get from so many AMAs and what are your goals with the community? Do you consider the community to be a fundamental role in the project?"
1379890,What's your plan to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1379889,"What makes you feel confident about the survival & sustainable success of Your project in the near future?While you build your project, do you take into account community feedbacks and demands?"
1379888,What are your targets in 2022 ? Will you enter the NFT industry in the future? Are you also thinking about adding an NFT to your portfolio?
1379887,I want to invest to your project. Where i buy your token? Is it available on any exchange?
1379886,Can you provide the project roadmap and tell us a little about your plans for 2021 and your plans for next year 2022?
1379885,How the demand of your token will increase in the future? or what steps would you take to increase the demand?
1379884,What strategy will you implement to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1379883,Where can I currently buy Token?
1379882,Partnership is always an important factor for every project. So who is your partner? What are the benefits you get from those relationships?
1379881,How do you deal with the security threats of your project? DO you have any AUDIT in recent times for trust?
1379880,"Could you tell me a little bit about Your roadmap going forward, How do you plan onboarding users and gaining more adoption for Your project?"
1379879,"What is your plan for global expansion? At present, which market are you focus on, or is it focused on building and growing to gain customers, users and partners?"
1379878,How many partners does your project currently cooperate with? Can you share a few more information about them? What benefits does your project receive from partners and vice versa? Based on what criteria do you choose your project partner?
1379877,The COVID-19 outbreak has affected every business in the world. Is your project  affected by this? Is it in a better way or a bad way?
1379876,"Have you being audited ? Have not heard you talk about that security of funds is what every investor craves for and plans to escape incase of insecurity if funds,scams and rug pulls ? How strongly built are your security put in place?"
1379875,why investors should buy and hold your token/coin in the long term??
1379874,"Can you give an overview of your Tokenomics, and the UTILITY of Token?"
1379873,"I want to support your project, Tell us more about the Ambassador Program and in what ways can we participate ?"
1379872,"Security is the most important  thing to consider want starting up a  project, how secured is this project for users and investors?"
1379871,Where can I currently buy Token?
1379870,"Many people want to learn about your project but they have problem with English, so do you plan to spread awareness about your project in different countries where English is not good? Do you have a Marketing strategy aimed at developing many different communities such as Vietnam, Indonesia, Korea, Iran, ... about your project so that they can easily communicate and understand Project."
1379869,"Security and anonymity are always prioritized by BlockChain projects in the development of project platforms and technologies. So, does you have any technological solutions or plans to enhance user trust in these issues?"
1379868,Revenue is an important aspect for all projects to survive and maintain the project / company. What is the way to generate profit / revenue of token? What is the income model?
1379867,Do you plan to have an ambassadorial programmes? How do you plan to spread awareness and benefits about your PROJECT in different countries where English is not good?
1379866,"Where can I buy your tokens now, what are your current contracts address and how can I buy them and what are the benefits?"
1379865,"According to the roadmap, what are your most important next priorities? Does your team have enough funds and strong community to achieve those milestones?"
1379864,"Do you guys feel satisfied by seeing your progresses and achievements till now, when you look back to the day when you have started this project?"
1379863,"I am an EXPERIENCED DEVELOPER AND ETHICAL HACKER, do you have plans for HACKATHON so as to check the security of your ecosytem periodically and also invite developers to build?"
1379862,"Most of the new investors, only focus on the price of the token, and the short term benefits of the project rather than understanding the true value of the project. Can you tell us about the motivations and benefits for investors to hold your tokens long term?"
1379861,"As an individual user ,In What ways can I contribute to the development of ? Do you have Ambassador programs and What are its benefits?"
1379860,How do you deal with the security threats of your project? DO you have any AUDIT in recent times for trust?
1379859,Security and user interface are the most important aspect that users see on a platform. How has your Project worked on this? Is platform suitable for newbies in the crypto world?
1379858,What is the Best way to follow All your Upcoming news and updates? What are your plans in coming Future?
1379857,How can the COMMUNITY supports and help in the success of your project?
1379856,"What do you think about Asia's market? Is your team planning to reach other countries with potential crypto markets, and big teams and investors want to work and cash in on crypto??"
1379855,Could you please provide some info about your Roadmap and how Market is progressing so far?
1379854,"Security is the most important  thing to consider want starting up a  project, how secured is this project for users and investors?"
1379853,what companies are you partnered with or seeking to partner with in future ?
1379852,"Your Project has a plan to educate the community, thereby raising awareness, applying and helping more people understand you easily?"
1379851,What is total supply of your project? Where we can buy it? Are your plans to focus on market or to grow community?
1379850,"Do you have an ambassador program available? If yes, how can I join it? And may I know what’s the benefit available for the ambassador?"
1379849,What is the way to spend crypto in your ecosystem?  How do you balance developing technology and also improving the value of your token?
1379848,What was the biggest milestone your project has? What is plan in the future ?
1379847,"Do you have AUDIT credentials or are you working to AUDIT your project, to make it more secure and reliable??"
1379846,Almost 80% investors have just focused on price of token in short term instead of understanding the real value of the project. Can you tell us on motivations and benefits for investors to hold your token in long term?
1379845,Are you afraid some day there will be another project with more innovative technology can replace your project ?
1379844,What are your major goals to achieve in the next 3-4 years? And What are your plans to expand & gain more adoption?
1379843,"Many people want to learn about your project but they have problem with English, so do you plan to spread awareness about your project in different countries where English is not good? Do you have a Marketing strategy aimed at developing many different communities such as Vietnam, Indonesia, Korea, Iran, ... about your project so that they can easily communicate and understand Project."
1379842,Revenue is an important aspect for all projects to survive and maintain the project. How have you been able to build a complete project and what is the way to generate profit? What is the income model of this project?
1379841,What is PROJECT's revenue model? In which ways do you generate revenue/profit?
1379840,"My question is about your long term marketing plans. How, or through which big partnerships do you plan on utilising to pass your product onto the normal - especially non-crypto people?"
1379839,What are the ways for your project to generate revenue in the long run? What is the progress of business development and what are some of your commercial partnerships?
1379838,What is the Best way to follow All your Upcoming news and updates? What are your plans in coming Future?
1379837,The COVID-19 outbreak has affected every business in the world. Is your project  affected by this? Is it in a better way or a bad way?
1379836,What are the key milestones on your roadmap - both things you have already achieved and things that we can look forward to?  Any partnerships and short/long term technical milestones that you want to talk about or bring some attention to?
1379835,What's your plan to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1379834,"Q.1-Increasing Token price 2- make Token Valuable 3-Building Community Trust From 3 aspects above,. I want to ask,. Which one the most important for you?? If all above are important for you,. Which one that Will you do first??"
1379833,Can you provide the project roadmap and tell us a little about your plans for 2021 and your plans for next year 2022?
1379832,Can you provide the project roadmap and tell us a little about your plans for 2021 and your plans for next year 2022?
1379831,Do you have any Bug Bounty to check for weakness? In what way do you plan to make Your project more complete??
1379830,Can you tell us about your plans for long-term? what you are currently working on?and what strategy will be used to expand globally?
1379829,Is Your Project available for the global people or It’s limited for some area? If it’s globally available are you guies planing to introduce it globally?
1379828,"Have you apply for listing on reputable CEXs like Bithumb, KuCoin etc? Have you able to raise funds for listing fees from Seed, IDOs, private investment, Institutional investment, etc? How much you have raised?"
1379827,"As an individual user ,In What ways can I contribute to the development of ? Do you have Ambassador programs and What are its benefits?"
1379826,"Partners are very important for every project today, may I know which  partners you have now? and which partners in the future you will be heading to?"
1379825,"What do you think about Asia's market? Is your team planning to reach other countries with potential crypto markets, and big teams and investors want to work and cash in on crypto??"
1379824,"Bear market will not be easy for a new project to survive. We have seen so many projects failed to survive in the bear market, Have you thought about this? What are the plans on surviving on bear market?"
1379823,What are your major goals to achieve in the next 3-4 years? And What are your plans to expand & gain more adoption?
1379822,"Regarding about the current market situation is too unstable, holding back investors.. So can you give me some good reasons why I should buy your tokens in this market situation? And also why should your token holder keep holding?"
1379821,Can you tell me more details on the IDO? The schedule and contribution for each?
1379820,"The idea of project is really unique and incredible, how did this idea come about?"
1379819,"Ambassadors play a very important role in every project, Do you have an ambassador program? If yes, how can I be one ?"
1379818,"What is your plan for global expansion? At present, which market are you focus on, or is it focused on building and growing to gain customers, users and partners?"
1379817,How can I buy this tokens? Is it available on any exchange?
1379816,Each project has interesting stories before it is created. So can you tell people about the story that gave you the motivation to build and develop a great project like yours?
1379815,Do Token holders have right to participate in the governance of the project? On what kind of decisions can they vote on about the project?
1379814,For a project development first of all main priority is having enough fund. Does your team financially capable to run this project?  Do you have enough fund for it's developement Can you tell us that how your project generate the profit?
1379813,Can you provide the project roadmap and tell us a little about your plans for 2021 and your plans for next year 2022?
1379812,Do you have any Coin Burn / BuyBack systems or any Token Burn plans to increase the value of Token & attract Investors to invest?
1379811,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?
1379810,"Your Project has a plan to educate the community, thereby raising awareness, applying and helping more people understand you easily?"
1379809,Tell us a little bit about security? Have you done an audit of the platform? Are the smart contracts error-free? What are the test results?
1379808,Tell us about the difficulties experienced by your platform. Can you tell us about the challenges you faced when developing your project? How did you manage to solved it?
1379807,"The crypto industry is a fast-paced industry, how flexible is your Project to change quickly and keep pace with technology trends? What is your long-term vision for the forecasting industry in which the your Project project operates?"
1379806,Where can I currently buy Token?
1379805,Do the token holders have the right to participate in the governance of the project?  What kind of decisions can they vote on about the project?
1379804,What is the most ambitious goal of Project ? I would appreciate it if you could share with us any Upcoming Updates?
1379803,Each project has interesting stories before it is created. So can you tell people about the story that gave you the motivation to build and develop a great project like yours?
1379802,Can you briefly describe your PARTNERSHIP so far and upcoming partnerships?
1379801,Can I buy your tokens right now and also which wallet support your token..?What is your revenue model? In which ways do your platform generate revenue/profit?
1379800,"what is the background, of the your project, team do you think team's qualifications, and experience, able to support the long-term development, of the project?"
1379799,How important is the community to Your project? and How can we collaborate or help share token for the development of the project?
1379798,There are so many investors just focus on the price of token in the short term period instead of real technology of the project. Can you tell us the motivation and benefits for investors of your project to long term?
1379797,﻿According to the project's roadmap- what are your most important next priorities?
1379796,Can you list 1-3 killer features of Your Project that makes it ahead of its competitors? What is the competitive advantage your project has that you feel most confident about?
1379795,Your project name seems to be very interesting. Does it have any story behind it? Can you share us with the inspiration for approaching to this name?
1379794,"I have seen that you have done many AMAs, my question is, what do you expect to get from so many AMAs and what are your goals with the community? Do you consider the community to be a fundamental role in the project?"
1379793,What are the main features of the project and how was it developed? Where does its core competitiveness lie? What advantages does it have that allow it to stand out in the market?
1379792,"What's your main focus right now, are you focused on the community or market/Exchange or the products?"
1379791,What is your advantage over other projects? Is it from a security point of view or the technology you are using? Or are there other advantages? What makes you believe that your project is worth choosing?
1379790,What's your plan to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1379789,What are the key milestones on your roadmap - both things you have already achieved and things that we can look forward to?  Any partnerships and short/long term technical milestones that you want to talk about or bring some attention to?
1379788,How secure is your platform to use? Have you done audits of smart contract? What security measures are adopted from bugs of smart contract and hacking?
1379787,What is your advantage over other projects? Is it from a security point of view or the technology you are using? Or are there other advantages? What makes you believe that your project is worth choosing?
1379786,What are the key milestones on your roadmap - both things you have already achieved and things that we can look forward to?  Any partnerships and short/long term technical milestones that you want to talk about or bring some attention to?
1379785,"I want to support your project, Tell us more about the Ambassador Program and in what ways can we participate ?"
1379784,Q. I think your project is great so how is the way to buy your token? any presale and publicsale?
1379783,Can you list 1-3 killer features of Your Project that makes it ahead of its competitors? What is the competitive advantage your project has that you feel most confident about?
1379782,"So many projects just like to speak about the ""long term vision and mission"" but what are your short terms objectives? What are you focusing right now?"
1379781,Can you share to us your tokenomics? How much is the total and circulation supply of your tokens? Will there be buy back system or token burning in the future?
1379780,What is the most ambitious goal of Project ? I would appreciate it if you could share with us any Upcoming Updates?
1379779,According to the project's roadmap- what are your most important next priorities?
1379778,"Smart contracts are susceptible to failure and many projects fall victim to this, costing users money and the project discrediting. How reliable and secure is your smart contract? Have you tested it through any of the parties?"
1379777,How old is Your project? What are the major plans ahead? Could you show to us image of your roadmap?
1379776,"What is the ultimate vision that your project is trying to achieve within the cryptocurrencies market? Obviously the whole space will experience huge growth in the upcoming years, but what role would you like Your project better in future ?"
1379775,How the demand of your token will increase in the future? or what steps would you take to increase the demand?
1379774,"The biggest DeFi needs are that of interoperability, providing cross chain interactions and multiple blockchains, how does yield achieve this? Do users need KYC to enjoy all the awesome features of yield ?"
1379773,Do you have user manual or short videos that would guide potential users of project to safely navigate your platform?
1379772,Could you please provide some progress on your Roadmap and what results Collateral has achieved so far ? And any sneak peek into 2021 plans for your Project?
1379771,Do Token holders have right to participate in the governance of the project? On what kind of decisions can they vote on about the project?
1379770,What are the main products in your project's ecosystem? What do customers get when using the products?
1379769,What are the ways for your project to generate revenue in the long run? What is the progress of business development and what are some of your commercial partnerships?
1379768,Many bIockchain projects are just on paper and have no reaI meaning. What practicaI product is you using? What pIans do you have for a better product in the future?
1379767,"What is the ultimate vision that your project is trying to achieve within the cryptocurrencies market? Obviously the whole space will experience huge growth in the upcoming years, but what role would you like Your project better in future ?"
1379766,Where can I buy your tokens now and how can I buy them? and what are your current contracts? Where can I buy your tokens now and how can I buy them? and what are your current contracts?
1379765,What is your advantage over other projects? Is it from a security point of view or the technology you are using? Or are there other advantages? What makes you believe that your project is worth choosing?
1379764,How important is the community to you?  and how can we collaborate or help you for the development of the project?
1379763,Kindly tell me what is your contract address to buy and what is the slipperage rate  for it?
1379762,How safe is your platform? Has  there been any Audit so that its safe from bugs and smart contract is fully audited
1379761,Can you tell me more details on the IDO? The schedule and contribution for each?
1379760,Q. I think your project is great so how is the way to buy your token? any presale and publicsale?
1379759,What is the way to spend crypto in your ecosystem?  How do you balance developing technology and also improving the value of your token?
1379758,"The idea of project is really unique and incredible, how did this idea come about?"
1379757,What was the biggest milestone your project has? What is plan in the future ?
1379756,Can you list 1-3 killer features of Your Project that makes it ahead of its competitors? What is the competitive advantage your project has that you feel most confident about?
1379755,"So many projects just like to speak about the ""long term vision and mission"" but what are your short terms objectives? What are you focusing right now?"
1379754,How did you come up with the idea of creating your Project solution? Was it due to impermanent loss or some similar personal experience that made you understand that there would be room for such solution?
1379753,Where can I buy your tokens now and how can I buy them? and what are your current contracts? Where can I buy your tokens now and how can I buy them? and what are your current contracts?
1379752,Do the token holders have the right to participate in the governance of the project?  What kind of decisions can they vote on about the project?
1379751,Does your Project  have a marketing strategy to expand on social networks to reach more Investors and your Project community? And how will you handle it? How important is community support for the $your Project project?
1379750,"Your Project has a plan to educate the community, thereby raising awareness, applying and helping more people understand you easily?"
1379749,Did you consider community feedback/requests during the creation of your product in order to expand on fresh ideas for your project?
1379748,Can you tell us about your plans for long-term? what you are currently working on?and what strategy will be used to expand globally?
1379747,What was the biggest milestone your project has? What is plan in the future ?
1379746,"As a new project in the market,what is your competitive advantages? As an investor,why would we trust to invest ? What are the ways to earn in your platform?"
1379745,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1379744,What are the attractive features in your project? What is the vision and goals in your project that you want to achieve in 2021 and beyond?
1379743,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?
1379742,Which one of these aspects important for you?    1-Increasing Token Price&Value                               2-Empowering Platform Development                      3-Building Community Trust                                         4-Expanding Partnership Globally
1379741,"What are the competitive advantages of your project? What advantages do you have over competitors? What would be your project secure most similar contender in the market today in terms of scalability, security, features, and adaptability?"
1379740,STAKING is one of the STRATEGIES to ATTRACT USERS and HOLD Them and long term.                 Does your GREAT PROJECT have  plan about to Staking?
1379739,What was the biggest milestone your project has? What is plan in the future ?
1379738,"As an individual user ,In What ways can I contribute to the development of ? Do you have Ambassador programs and What are its benefits?"
1379737,Where i can get all the latest news about ? Do you have Twitter/Telegram/Discord community? If yes can you share the link here because there is a lot of fake telegram/twitter groups?
1379736,"Why did you choose BEP20 network to build a project like this, are you ready to face the current problems of BEP20 network, token price drop, bugs and other bugs, give feedback your?"
1379735,What are your major goals to achieve in the next 3-4 years? And What are your plans to expand & gain more adoption?
1379734,What are the main features of the project and how was it developed? Where does its core competitiveness lie? What advantages does it have that allow it to stand out in the market?
1379733,What are your plans on Global adoption? What is the next goal you want to achieve? Where will your main development market be?
1379732,Can I buy your tokens right now and also which wallet support your token..?What is your revenue model? In which ways do your platform generate revenue/profit?
1379731,Can I buy your tokens right now and also which wallet support your token..?What is your revenue model? In which ways do your platform generate revenue/profit?
1379730,"What is your strongest advantage that you think will make your team leading the market? In contrast, what is your weakness? How do you plan to overcome it?"
1379729,According to the project's roadmap- what are your most important next priorities?
1379728,What are your status regarding the audit of your smart contracts and security mechanisms to protect and assure the participants of the ecosystem?
1379727,Security and user interface are the most important aspect that users see on a platform. How has your Project worked on this? Is platform suitable for newbies in the crypto world?
1379726,Which one of these aspects important for you?    1-Increasing Token Price&Value                               2-Empowering Platform Development                      3-Building Community Trust                                         4-Expanding Partnership Globally
1379725,What is the most ambitious goal of Project ? I would appreciate it if you could share with us any Upcoming Updates?
1379724,How can I buy this tokens? Is it available on any exchange?
1379723,Do you have any Coin Burn / BuyBack systems or any Token Burn plans to increase the value of Token & attract Investors to invest?
1379722,"What are plans in for global expansion? Are you focusing on market at this time or focus on building and developing or getting customers and users, or partnerships?"
1379721,Can you share Your opinion about Defi & NFT ? What makes your NFTs rate and special?
1379720,Community support is one of the biggest aspects of a project’s success. Most projects have programs that interact with their users. Does you have any special plans to attract and expand the community and improve the user experience?
1379719,"Could you tell me a little bit about Your roadmap going forward, How do you plan onboarding users and gaining more adoption for Your project?"
1379718,"Does your project support staking program? if yes. how is your stake system work, what is the requirement for user if they want to stake in your platform? Do you have a Token Burning plan to increase Token value and attract Investors to invest?"
1379717,"Is your project only for elite investors, what about others with small funds, is it open to everyone?"
1379716,AUDIT play an IMPORTANT role in enhancing the stability of any PROJECT. Do you have AUDIT CERTIFICATES . Or are you working to AUDIT your project to make it more secure and reliable?
1379715,"What makes you feel confident about the survival & sustainable success of Your project in the near future?While you build your project, do you take into account community feedbacks and demands?"
1379714,How can I buy this tokens? Is it available on any exchange?
1379713,How important is the community to you?  and how can we collaborate or help you for the development of the project?
1379712,Currently from where i can buy ? Is it possible that I can get only by holding it?
1379711,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1379710,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?
1379709,What is the most ambitious goal of Project ? I would appreciate it if you could share with us any Upcoming Updates?
1379708,What is the most ambitious goal of your project? Could share with us any Upcoming Updates?
1379707,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1379706,"Could you tell me a little bit about Your roadmap going forward, How do you plan onboarding users and gaining more adoption for Your project?"
1379705,How important is the community to you?  and how can we collaborate or help you for the development of the project?
1379704,"What do you think about Asia's market? Is your team planning to reach other countries with potential crypto markets, and big teams and investors want to work and cash in on crypto??"
1379703,"Partnerships are crucial for Adoption, so can you tell us what partners you have currently and future partnerships"
1379702,"As an individual user ,In What ways can I contribute to the development of ? Do you have Ambassador programs and What are its benefits?"
1379701,The COVID-19 outbreak has affected every business in the world. Is your project  affected by this? Is it in a better way or a bad way?
1379700,"What do you think about Asia's market? Is your team planning to reach other countries with potential crypto markets, and big teams and investors want to work and cash in on crypto??"
1379699,"NFTs is hot trending now, Do you have a play to have NFTs in your platform? If so, can you tell us the plans of your project in NFTs?"
1379698,What is total supply of your project? Where we can buy it? Are your plans to focus on market or to grow community?
1379697,"Collaborations and partnerships are some of the most important cornerstones to help improve adoption. Can you tell us about your current partners, plans for partnerships and what everybody stands to gain from these partnerships?"
1379696,Have you been listed your tokens on any decentralized or centralized exchange if yes where can I invest and buy tokens from?
1379695,Tell us a little bit about security? Have you done an audit of the platform? Are the smart contracts error-free? What are the test results?
1379694,Security and user interface are the most important aspect that users see on a platform. How has your Project worked on this? Is platform suitable for newbies in the crypto world?
1379693,Most investors focus only on the short-term price of the token instead of the actual value of the project. So what are the benefits for long-term investors in project?
